Sample	indicators1	indicators2	indicators3	indicators4	indicators5
32280	1	0	1	0	1
32290	0	1	0	0	0
32300	0	0	0	1	0
32310	0	0	1	0	0
32320	0	0	0	0	0
32330	0	1	0	1	0
32340	0	0	1	0	0
32350	1	1	1	1	1
32360	1	1	1	1	1
32370	1	1	1	1	1
32380	1	1	1	1	0
32390	0	0	0	0	0
32400	0	0	1	0	1
32410	0	0	0	0	0
32420	1	0	0	0	1
32430	0	0	1	1	1
32440	1	0	1	1	0
32450	0	0	0	0	0
32460	0	0	0	1	0
32470	0	1	0	1	0
32480	0	1	0	0	0
32490	0	0	1	1	1
32500	0	0	0	0	0
32510	0	0	1	0	0
32520	1	1	1	1	1
32530	0	0	1	1	0
32540	0	0	0	0	0
32550	0	0	1	0	0
32560	0	1	0	0	0
32570	1	1	0	0	1
32580	1	1	1	1	1
32590	0	1	1	0	1
32600	0	0	0	0	0
32610	0	0	1	0	1
32620	0	0	0	0	0
32630	0	0	0	0	0
32640	1	0	1	1	1
32650	0	0	0	0	1
32660	0	0	0	0	0
32670	0	0	0	0	0
32680	0	0	1	0	0
32690	0	1	0	0	0
32700	0	0	0	0	0
32710	0	1	0	1	0
32720	0	0	0	1	0
32730	1	1	0	0	1
32740	1	1	1	1	1
32750	1	0	1	0	0
32760	0	0	0	0	0
32770	1	0	1	1	1
32780	0	0	0	0	0
32790	0	0	1	0	1
32800	0	0	0	0	0
32810	0	0	0	0	0
32820	0	1	1	1	1
32830	0	0	1	1	1
32840	1	1	1	1	1
32850	1	0	1	1	1
32860	1	1	1	1	1
32870	0	0	0	0	0
32880	0	1	1	1	0
32890	0	0	0	0	0
32900	0	0	0	0	1
32910	1	0	0	1	1
32920	1	0	1	1	1
32930	0	1	1	1	1
32940	1	0	1	1	1
32950	1	1	1	1	1
32960	1	1	1	1	1
32970	0	0	1	0	0
32980	0	1	0	0	0
32990	0	1	1	0	1
33000	1	1	1	1	1
33010	1	0	1	1	1
33020	0	1	1	1	0
33030	0	1	0	0	0
33040	0	0	0	0	0
33050	0	0	0	0	0
33060	0	0	0	0	0
33070	0	0	0	0	0
33080	0	0	0	0	0
33090	0	0	0	0	0
33100	0	0	0	1	0
33110	0	0	0	1	0
33120	1	1	1	1	1
33130	0	1	1	1	1
33140	1	0	0	0	1
33150	0	1	0	0	0
33160	0	1	0	0	0
33170	0	0	1	0	0
33180	0	0	0	0	0
33190	0	1	0	0	0
33200	1	0	0	0	0
33210	0	1	1	1	1
33220	0	0	0	1	0
33230	0	0	0	0	0
33240	0	0	1	1	0
33250	1	1	0	0	0
33260	0	0	0	1	0
33270	0	0	0	0	0
33280	1	0	0	0	1
33290	1	0	1	0	1
33300	1	1	1	0	1
33310	1	1	1	1	0
33320	1	1	1	1	1
33330	0	1	1	0	1
33340	1	1	1	1	1
33350	1	1	1	1	1
33360	1	1	0	0	0
33370	0	1	1	1	1
33380	0	0	0	0	0
33390	0	0	0	0	0
33400	1	0	1	1	0
33410	1	0	1	0	1
33420	1	1	1	1	0
33430	0	0	0	0	1
33440	1	1	1	1	1
33450	1	1	1	1	1
33460	1	0	1	1	0
33470	0	0	1	1	0
33480	0	0	0	0	0
33490	1	0	0	1	1
33500	1	1	1	0	0
33510	1	0	1	1	1
33520	0	0	0	0	0
33530	1	0	0	0	0
33540	0	0	0	1	1
33550	1	1	0	0	0
33560	0	1	0	0	0
33570	1	1	0	0	0
33580	0	0	1	1	0
33590	1	0	0	0	1
33600	1	1	1	1	1
33610	0	1	1	1	1
33620	1	1	1	0	1
33630	1	1	1	1	0
33640	0	0	0	0	0
33650	0	0	0	1	0
33660	0	0	1	0	1
33670	0	1	0	0	1
33680	0	0	1	1	1
33690	1	1	1	0	1
33700	1	0	0	1	1
33710	1	0	0	1	0
33720	1	0	0	0	0
33730	0	0	0	0	0
33740	0	0	0	0	0
33750	0	0	0	0	0
33760	1	0	0	1	0
33770	0	1	0	0	0
33780	0	1	1	1	0
33790	1	0	1	0	0
33800	1	1	1	1	0
33810	0	0	0	0	1
33820	1	1	1	1	0
33830	0	1	1	1	0
33840	1	1	1	1	1
33850	1	0	1	1	1
33860	1	1	1	1	0
33870	0	1	0	1	0
33880	1	1	1	1	0
33890	1	1	1	1	1
33900	1	1	1	1	1
33910	1	1	1	0	1
33920	1	1	1	1	1
33930	1	1	1	1	1
33940	1	1	1	1	1
33950	1	1	1	1	0
33960	1	0	1	1	1
33970	0	1	1	0	0
33980	1	0	1	1	1
33990	0	0	0	0	0
34000	1	0	0	0	0
34010	0	0	0	0	0
34020	0	0	0	0	0
34030	0	1	0	0	1
34040	1	1	1	1	1
34050	1	1	1	0	1
34060	1	0	0	0	0
34070	1	0	1	0	0
34080	0	0	0	0	1
34090	0	1	0	0	1
34100	1	1	0	1	1
34110	1	0	0	0	0
34120	1	0	0	0	1
34130	1	0	0	1	0
34140	0	0	0	0	0
34150	0	0	1	0	0
34160	1	0	0	0	0
34170	1	1	1	0	0
34180	0	0	0	0	0
34190	0	0	0	0	0
34200	0	1	0	1	1
34210	0	0	0	1	0
34220	0	1	1	0	1
34230	0	0	1	1	0
34240	0	0	0	0	0
34250	0	0	0	1	1
34260	1	1	1	1	1
34270	0	1	1	1	0
34280	0	0	0	0	0
34290	1	0	0	0	0
34300	0	0	0	1	1
34310	0	0	0	0	0
34320	0	0	0	0	0
34330	0	0	1	0	1
34340	1	0	1	1	0
34350	0	0	1	0	0
34360	1	1	1	1	1
34370	1	1	0	1	1
34380	0	0	1	1	1
34390	1	1	0	0	1
34400	1	1	1	1	1
34410	1	1	1	1	0
34420	0	1	1	0	1
34430	1	0	0	0	1
34440	0	0	0	0	0
34450	0	1	0	0	0
34460	0	1	1	1	0
34470	1	0	1	0	1
34480	1	0	1	1	0
34490	1	1	1	1	1
34500	0	0	1	1	0
34510	1	1	1	0	1
34520	0	0	0	1	0
34530	0	0	1	0	0
34540	0	0	1	0	0
34550	1	1	1	1	1
34560	1	1	1	1	1
34570	1	0	1	1	0
34580	1	1	1	1	1
34590	1	1	1	1	1
34600	1	1	0	1	1
34610	1	1	1	1	1
34620	0	0	0	1	1
34630	1	1	1	0	1
34640	1	1	1	1	1
34650	0	1	1	1	1
34660	1	1	1	1	1
34670	1	1	1	0	1
34680	1	1	1	1	0
34690	0	1	0	0	0
34700	0	1	1	0	1
34710	1	0	1	0	1
34720	0	0	0	0	0
34730	0	0	0	0	0
34740	0	1	0	0	0
34750	1	1	0	1	1
34760	1	1	1	0	0
34770	0	0	1	1	0
34780	1	1	1	0	1
34790	0	0	0	1	0
34800	0	0	0	0	0
34810	0	1	1	0	1
34820	0	0	1	0	0
34830	0	0	0	1	0
34840	0	0	0	0	1
34850	0	0	0	0	1
34860	1	1	0	1	1
34870	1	0	1	1	1
34880	0	1	1	1	1
34890	1	0	0	0	1
34900	0	0	1	0	0
34910	1	0	1	0	1
34920	0	1	1	0	1
34930	1	1	1	0	0
34940	1	1	1	0	1
34950	1	1	1	1	0
34960	1	1	1	1	0
34970	1	1	1	1	1
34980	1	1	1	1	1
34990	0	0	1	1	0
35000	1	0	0	1	1
35010	1	1	1	1	1
35020	1	1	1	1	1
35030	1	0	1	0	0
35040	1	1	0	1	1
35050	0	0	1	1	0
35060	0	0	0	0	0
35070	0	1	1	0	0
35080	1	1	0	0	0
35090	0	0	0	0	1
35100	0	0	0	0	0
35110	1	0	1	1	1
35120	0	1	1	0	0
35130	0	0	0	0	0
35140	0	0	0	1	1
35150	0	1	1	1	1
35160	1	1	0	0	0
35170	0	0	0	1	0
35180	1	0	0	1	0
35190	0	0	1	1	0
35200	0	1	0	1	0
35210	0	1	0	0	0
35220	0	1	1	1	1
35230	1	1	1	1	0
35240	1	1	1	1	1
35250	1	0	1	1	1
35260	0	0	1	1	1
35270	0	0	1	0	0
35280	1	1	1	0	0
35290	1	0	0	0	0
35300	1	1	0	1	1
35310	1	1	1	1	1
35320	1	1	0	1	1
35330	0	0	0	0	0
35340	0	0	0	0	0
35350	0	0	0	0	0
35360	0	1	0	0	0
35370	1	0	1	0	1
35380	1	1	0	0	0
35390	1	1	1	1	1
35400	1	1	0	0	1
35410	0	0	0	0	0
35420	0	0	0	0	0
35430	0	0	0	0	0
35440	0	0	0	0	0
35450	0	1	1	0	0
35460	0	1	1	0	0
35470	0	1	0	0	0
35480	1	1	0	0	0
35490	0	1	1	0	0
35500	0	0	0	0	0
35510	0	0	0	0	0
35520	0	0	0	0	0
35530	0	1	1	1	1
35540	1	1	0	0	1
35550	0	0	0	0	1
35560	0	1	1	1	1
35570	0	0	0	0	0
35580	0	0	1	0	0
35590	0	0	0	0	0
35600	0	1	0	0	0
35610	1	0	0	1	1
35620	0	0	1	0	0
35630	1	0	0	0	0
35640	0	0	0	0	0
35650	0	0	1	1	0
35660	0	1	0	0	0
35670	0	0	0	0	0
35680	1	1	0	0	1
35690	1	1	0	0	0
35700	0	0	0	0	0
35710	0	0	1	1	1
35720	1	1	1	1	0
35730	1	0	0	1	1
35740	0	0	0	0	1
35750	0	0	0	0	0
35760	0	0	0	0	0
35770	1	1	1	1	1
35780	1	1	1	1	1
35790	0	1	1	1	1
35800	0	1	1	0	1
35810	1	0	0	0	0
35820	0	0	0	0	0
35830	0	0	0	0	0
35840	0	0	1	0	1
35850	0	1	0	0	0
35860	0	0	0	0	0
35870	1	0	1	0	0
35880	0	0	0	0	0
35890	0	0	1	0	0
35900	1	1	1	1	1
35910	1	0	0	1	1
35920	0	1	0	1	1
35930	0	0	0	0	1
35940	1	0	1	0	1
35950	0	0	0	0	0
35960	0	0	0	1	0
35970	0	1	0	1	0
35980	0	0	1	0	1
35990	1	1	1	1	0
36000	1	0	1	1	0
36010	0	0	1	0	0
36020	1	1	1	1	0
36030	1	1	1	1	1
36040	0	0	0	1	1
36050	0	0	0	0	1
36060	0	0	0	0	0
36070	0	0	0	0	0
36080	0	1	1	0	0
36090	0	0	1	0	1
36100	1	1	0	0	1
36110	0	0	0	0	0
36120	0	0	0	1	0
36130	0	1	1	0	0
36140	0	1	0	0	1
36150	1	1	1	1	1
36160	1	0	1	1	1
36170	0	0	1	1	1
36180	1	1	0	1	0
36190	0	0	0	0	0
36200	0	0	0	0	0
36210	0	0	0	0	0
36220	1	1	1	0	0
36230	1	1	1	1	1
36240	1	1	1	1	1
36250	0	1	0	1	0
36260	0	0	0	0	0
36270	0	1	1	1	1
36280	1	1	0	1	1
36290	0	0	1	1	1
36300	1	1	1	1	0
36310	0	0	0	0	1
36320	1	1	0	0	0
36330	1	1	0	1	0
36340	0	1	0	0	0
36350	0	0	0	0	0
36360	0	0	0	0	0
36370	0	0	0	0	1
36380	0	0	0	0	0
36390	1	0	0	0	1
36400	0	0	0	0	0
36410	0	0	0	0	0
36420	0	0	0	0	0
36430	1	1	1	1	1
36440	1	1	1	1	1
36450	0	1	0	0	0
36460	0	0	0	1	0
36470	1	0	0	1	1
36480	0	1	1	1	1
36490	1	0	0	1	0
36500	0	0	1	0	0
36510	1	1	0	1	1
36520	0	0	0	0	0
36530	0	1	0	0	1
36540	0	0	0	0	0
36550	0	0	0	0	0
36560	1	1	0	0	1
36570	1	1	1	0	0
36580	1	0	0	0	0
36590	0	1	1	0	1
36600	1	1	1	0	1
36610	1	0	1	1	1
36620	0	1	0	1	0
36630	1	1	0	1	1
36640	1	1	1	1	1
36650	1	1	1	1	1
36660	0	1	1	0	0
36670	1	1	0	1	1
36680	1	1	1	0	0
36690	0	1	0	0	0
36700	1	0	1	0	1
36710	1	0	0	1	0
36720	0	0	1	1	1
36730	0	0	0	0	0
36740	1	1	1	1	1
36750	1	1	1	1	1
36760	1	1	1	0	1
36770	1	1	1	1	0
36780	0	0	0	0	0
36790	0	1	0	0	0
36800	1	1	0	0	0
36810	0	1	1	0	0
36820	0	0	0	0	1
36830	1	0	0	0	1
36840	1	0	0	0	0
36850	0	0	0	0	0
36860	0	0	1	1	1
36870	1	0	0	1	1
36880	1	1	1	1	1
36890	1	1	1	1	0
36900	1	1	1	0	0
36910	0	0	0	1	0
36920	0	0	0	0	0
36930	0	0	0	0	0
36940	0	0	0	0	0
36950	0	1	1	0	0
36960	0	1	0	0	0
36970	1	1	1	1	1
36980	1	1	0	0	1
36990	1	1	0	0	1
37000	1	1	1	1	1
37010	1	1	1	1	1
37020	1	1	1	1	1
37030	1	1	1	0	1
37040	1	1	1	1	1
37050	1	1	1	1	1
37060	1	1	1	0	1
37070	0	0	0	1	0
37080	0	0	1	0	0
37090	0	0	1	0	0
37100	1	0	0	0	1
37110	1	1	1	1	1
37120	1	1	1	1	1
37130	1	1	0	0	1
37140	1	1	1	1	1
37150	1	1	1	1	1
37160	0	0	1	1	0
37170	1	1	1	1	1
37180	1	1	1	0	1
37190	1	1	1	1	1
37200	1	1	1	1	0
37210	0	0	1	0	0
37220	1	1	1	0	0
37230	1	1	1	0	1
37240	0	0	1	0	1
37250	0	0	1	0	1
37260	0	0	1	0	0
37270	1	1	1	1	1
37280	1	1	0	1	0
37290	1	1	1	0	1
37300	0	1	1	1	0
37310	1	1	1	1	1
37320	0	1	1	1	1
37330	1	1	1	1	1
37340	1	1	1	1	1
37350	0	0	0	0	0
37360	0	1	0	0	0
37370	0	1	0	1	1
37380	0	0	1	1	1
37390	0	0	1	0	1
37400	1	0	1	0	0
37410	1	0	1	1	1
37420	0	1	0	0	1
37430	1	0	0	1	1
37440	1	1	1	0	1
37450	1	0	1	0	1
37460	1	1	0	0	0
37470	0	1	0	1	0
37480	0	0	0	0	0
37490	0	0	1	1	0
37500	0	0	1	0	1
37510	1	0	0	0	0
37520	0	0	0	1	0
37530	0	0	0	1	0
37540	1	0	1	0	1
37550	0	1	1	1	1
37560	1	0	0	0	0
37570	1	1	1	1	1
37580	1	1	0	1	1
37590	0	0	0	0	0
37600	0	0	0	0	0
37610	0	0	0	1	0
37620	1	0	1	1	0
37630	0	1	1	1	0
37640	0	1	0	0	0
37650	0	1	1	1	0
37660	0	0	1	1	1
37670	0	1	1	0	1
37680	0	1	0	0	1
37690	0	1	1	0	0
37700	0	0	1	0	1
37710	1	1	1	1	0
37720	1	1	0	1	0
37730	0	0	0	0	0
37740	0	0	0	1	0
37750	1	1	1	1	1
37760	0	1	1	0	0
37770	1	1	1	1	1
37780	1	1	1	1	1
37790	0	1	1	1	0
37800	0	1	0	1	0
37810	1	1	0	1	1
37820	1	0	1	1	1
37830	0	0	1	0	1
37840	0	1	0	1	1
37850	0	0	0	0	0
37860	1	1	0	1	0
37870	0	0	0	0	0
37880	0	0	0	0	1
37890	0	0	0	0	0
37900	0	0	0	0	1
37910	0	0	1	0	1
37920	0	0	0	0	0
37930	1	1	0	1	0
37940	1	1	0	1	1
37950	1	1	1	1	1
37960	1	1	0	0	0
37970	0	0	0	0	0
37980	1	1	0	1	1
37990	1	1	0	1	0
38000	0	0	0	0	0
38010	0	1	0	1	0
38020	0	1	0	0	0
38030	0	0	0	0	0
38040	0	0	0	0	0
38050	0	0	0	0	0
38060	0	0	0	0	0
38070	0	0	0	0	0
38080	1	1	1	0	1
38090	0	0	1	0	0
38100	1	1	0	1	1
38110	0	0	0	1	0
38120	0	0	0	0	0
38130	0	0	0	0	0
38140	0	1	0	1	0
38150	0	0	0	0	1
38160	0	0	0	1	0
38170	1	1	0	1	0
38180	0	1	1	0	1
38190	0	1	1	1	0
38200	1	0	1	1	1
38210	1	1	1	1	1
38220	1	1	1	1	1
38230	1	1	1	1	1
38240	1	1	1	1	1
38250	1	0	1	1	1
38260	0	0	0	0	0
38270	0	0	0	0	0
38280	0	0	1	1	0
38290	1	1	1	1	1
38300	1	1	1	1	1
38310	1	0	0	0	1
38320	1	1	1	1	1
38330	0	0	0	0	1
38340	0	0	1	0	0
38350	1	1	0	1	0
38360	0	0	0	0	0
38370	1	1	0	0	1
38380	1	0	1	1	0
38390	1	0	1	1	0
38400	1	1	1	1	1
38410	1	1	1	1	0
38420	0	0	0	0	0
38430	1	0	0	0	0
38440	0	0	1	1	1
38450	0	0	0	1	1
38460	1	0	1	0	0
38470	0	0	0	0	1
38480	0	0	0	0	0
38490	0	0	0	0	0
38500	0	0	0	1	1
38510	1	1	1	0	1
38520	0	0	0	0	0
38530	0	0	0	0	1
38540	0	0	0	0	0
38550	1	1	1	1	1
38560	1	0	1	0	1
38570	0	1	0	0	0
38580	1	0	0	0	0
38590	1	0	1	0	1
38600	1	1	1	0	1
38610	0	1	0	1	0
38620	0	0	0	0	0
38630	1	0	0	0	0
38640	0	0	0	0	0
38650	0	1	1	1	1
38660	0	0	0	1	0
38670	1	0	0	0	0
38680	1	1	1	0	1
38690	1	1	0	0	0
38700	1	0	1	0	1
38710	1	1	1	1	1
38720	0	1	1	1	1
38730	1	1	1	1	1
38740	1	1	0	0	1
38750	1	1	1	1	1
38760	1	0	0	0	1
38770	1	1	1	1	0
38780	0	1	1	0	1
38790	0	0	1	0	1
38800	1	1	0	0	0
38810	1	1	1	1	0
38820	0	0	0	0	0
38830	0	0	0	0	0
38840	1	1	0	0	1
38850	0	1	0	0	0
38860	1	1	0	0	1
38870	1	0	0	0	0
38880	0	0	0	1	1
38890	0	0	1	0	1
38900	1	0	0	1	1
38910	1	1	0	1	0
38920	0	0	0	0	0
38930	1	0	1	0	0
38940	0	0	1	0	0
38950	0	0	0	0	0
38960	1	1	0	1	1
38970	1	0	1	0	1
38980	1	1	0	0	0
38990	1	1	1	1	1
39000	1	1	1	1	0
39010	1	0	0	1	1
39020	1	0	0	0	0
39030	1	1	1	0	1
39040	1	1	1	1	1
39050	1	1	1	1	1
39060	0	1	0	1	1
39070	0	1	1	1	1
39080	1	1	1	1	1
39090	1	1	1	1	0
39100	0	0	1	0	0
39110	0	0	0	0	0
39120	0	0	1	1	1
39130	1	0	0	1	1
39140	1	1	1	0	1
39150	1	1	1	1	1
39160	1	1	1	1	1
39170	1	1	0	0	1
39180	1	1	0	0	1
39190	0	0	0	0	0
39200	0	0	0	0	0
39210	1	0	1	0	1
39220	0	0	0	0	0
39230	0	0	0	0	0
39240	0	0	0	0	0
39250	1	1	1	1	0
39260	1	0	1	1	1
39270	1	0	0	1	1
39280	0	1	1	1	1
39290	1	1	0	1	1
39300	0	0	0	1	1
39310	0	0	0	0	0
39320	0	0	0	0	0
39330	1	0	0	0	0
39340	0	0	1	1	0
39350	0	0	0	1	0
39360	0	0	0	0	1
39370	0	1	0	0	0
39380	0	0	0	0	0
39390	0	1	0	1	1
39400	1	0	0	1	0
39410	0	0	0	0	0
39420	1	0	0	1	1
39430	1	1	1	1	1
39440	0	1	0	1	0
39450	1	1	1	1	1
39460	1	1	0	1	1
39470	0	0	1	1	0
39480	1	0	0	1	1
39490	0	0	0	1	0
39500	1	1	1	1	1
39510	1	1	1	1	1
39520	0	1	1	1	1
39530	0	1	0	0	1
39540	1	0	0	1	0
39550	1	1	1	1	1
39560	0	1	1	1	1
39570	1	0	0	0	1
39580	0	0	1	0	0
39590	0	0	1	0	0
39600	0	0	0	0	0
39610	0	1	1	1	0
39620	0	0	1	0	0
39630	0	0	0	0	0
39640	1	1	0	0	0
39650	0	0	0	0	0
39660	0	0	0	0	0
39670	0	0	0	0	0
39680	0	0	1	1	0
39690	0	1	0	0	0
39700	0	0	0	0	0
39710	1	0	0	0	0
39720	1	1	1	1	0
39730	0	1	1	1	1
39740	0	0	1	0	1
39750	0	0	0	0	0
39760	0	0	0	0	0
39770	0	0	1	0	0
39780	0	0	0	1	0
39790	1	0	0	1	0
39800	1	1	0	1	0
39810	1	1	1	1	1
39820	0	1	1	1	1
39830	1	0	1	1	1
39840	0	0	0	0	1
39850	0	0	1	0	0
39860	0	1	0	0	0
39870	0	0	0	0	0
39880	0	1	0	0	1
39890	1	1	1	0	1
39900	1	0	1	1	0
39910	1	0	1	0	1
39920	1	1	1	1	1
39930	1	1	1	1	1
39940	1	0	1	1	1
39950	0	0	1	0	1
39960	0	0	1	0	0
39970	1	0	1	1	1
39980	0	0	0	0	0
39990	0	0	0	0	0
40000	0	0	0	0	0
40010	0	0	1	0	0
40020	1	1	1	1	1
40030	1	0	0	1	1
40040	1	0	0	0	1
40050	1	0	1	0	1
40060	0	1	1	0	0
40070	0	1	1	1	1
40080	1	1	1	1	1
40090	0	0	0	1	0
40100	1	0	0	0	0
40110	0	0	1	1	0
40120	1	1	1	1	0
40130	0	0	0	0	0
40140	0	0	1	0	0
40150	1	1	1	1	1
40160	1	1	1	1	1
40170	1	0	1	1	1
40180	1	1	1	0	1
40190	1	1	1	1	1
40200	1	1	1	1	1
40210	1	1	1	1	1
40220	1	1	1	1	1
40230	1	1	1	0	1
40240	1	1	1	1	1
40250	1	1	1	1	1
40260	0	0	0	0	0
40270	0	0	0	0	0
40280	1	0	1	0	1
40290	1	1	0	1	0
40300	0	0	1	1	1
40310	1	1	1	0	1
40320	1	1	1	1	1
40330	1	0	1	1	1
40340	0	0	1	0	0
40350	0	0	0	1	1
40360	0	0	0	0	0
40370	0	0	0	0	0
40380	0	1	0	0	1
40390	0	0	0	0	1
40400	0	1	1	1	0
40410	0	1	0	1	1
40420	1	0	1	1	1
40430	0	0	0	1	1
40440	1	1	1	1	1
40450	1	0	0	0	0
40460	1	1	1	0	0
40470	1	0	0	0	1
40480	0	0	0	0	0
40490	1	1	0	0	0
40500	1	1	1	1	0
40510	0	0	0	0	0
40520	0	0	0	1	0
40530	1	1	1	1	1
40540	1	1	1	1	1
40550	0	1	1	1	1
40560	0	1	1	1	1
40570	0	0	0	1	1
40580	0	0	0	1	0
40590	0	1	0	1	0
40600	1	1	1	1	1
40610	1	1	1	0	1
40620	1	1	1	1	1
40630	0	0	1	0	0
40640	1	0	1	0	1
40650	0	0	0	0	0
40660	1	0	0	0	0
40670	1	0	0	0	0
40680	0	0	0	0	0
40690	1	1	0	0	0
40700	1	1	1	0	1
40710	1	1	1	1	1
40720	1	1	1	1	0
40730	1	1	1	1	1
40740	1	0	1	1	1
40750	0	1	1	0	1
40760	0	1	0	0	0
40770	0	1	0	0	1
40780	1	1	1	1	1
40790	0	1	1	1	1
40800	1	1	1	1	1
40810	1	1	1	1	1
40820	0	0	0	0	0
40830	0	1	0	0	1
40840	0	1	0	0	0
40850	1	1	1	0	0
40860	0	1	0	0	0
40870	0	0	0	0	0
40880	0	0	0	0	0
40890	0	0	0	0	0
40900	0	0	0	0	0
40910	1	1	1	0	0
40920	1	1	1	0	1
40930	1	1	1	1	1
40940	1	1	1	1	1
40950	0	0	1	0	0
40960	1	0	1	1	1
40970	1	1	1	1	1
40980	1	1	1	1	1
40990	1	1	0	1	1
41000	0	0	0	0	0
41010	1	0	1	1	0
41020	1	0	1	0	1
41030	0	1	1	1	1
41040	0	0	1	1	0
41050	0	1	1	0	0
41060	1	1	1	1	1
41070	1	0	0	0	0
41080	0	0	1	0	1
41090	0	0	0	0	0
41100	1	1	1	0	1
41110	1	1	0	1	1
41120	0	1	0	0	1
41130	0	1	0	0	0
41140	0	0	1	0	0
41150	1	1	0	1	0
41160	1	1	1	1	1
41170	1	1	1	1	1
41180	1	1	1	1	1
41190	1	1	1	1	1
41200	0	0	0	0	0
41210	1	0	0	0	0
41220	0	0	1	0	0
41230	0	0	0	0	0
41240	0	0	0	0	0
41250	1	0	0	0	0
41260	0	0	0	1	0
41270	1	0	0	0	0
41280	0	0	0	1	0
41290	0	0	0	1	0
41300	0	0	0	1	0
41310	0	0	0	0	1
41320	1	1	1	1	1
41330	1	1	1	1	1
41340	0	1	0	0	1
41350	0	0	0	0	0
41360	1	0	0	0	1
41370	1	0	0	1	0
41380	1	0	1	0	1
41390	1	1	0	1	0
41400	1	0	1	1	0
41410	1	0	1	1	1
41420	1	1	1	1	1
41430	1	1	1	0	0
41440	0	0	0	0	1
41450	0	1	0	0	0
41460	1	1	1	1	1
41470	0	1	1	1	0
41480	0	0	1	0	0
41490	0	0	1	0	0
41500	0	0	0	0	0
41510	0	0	0	0	0
41520	0	0	0	0	0
41530	0	1	0	1	1
41540	1	1	1	1	1
41550	1	1	1	1	1
41560	0	0	1	0	0
41570	0	0	0	0	0
41580	0	0	0	0	0
41590	1	0	1	1	0
41600	1	1	0	1	1
41610	0	0	0	0	0
41620	1	0	1	1	0
41630	1	1	1	1	1
41640	1	1	1	1	1
41650	0	1	1	0	1
41660	0	0	1	1	0
41670	0	1	1	0	0
41680	0	0	1	0	0
41690	0	0	1	0	0
41700	0	0	1	0	0
41710	0	0	0	0	0
41720	1	1	0	0	0
41730	1	0	1	1	1
41740	1	0	0	1	1
41750	0	0	0	0	0
41760	0	0	0	0	0
41770	0	0	0	0	1
41780	0	0	0	0	0
41790	0	1	1	0	0
41800	1	1	1	0	1
41810	0	0	0	1	1
41820	1	1	0	1	1
41830	1	0	0	1	0
41840	1	0	1	1	1
41850	0	0	0	1	1
41860	1	1	0	1	1
41870	1	1	1	1	1
41880	0	0	1	0	1
41890	0	0	0	0	0
41900	0	0	1	0	1
41910	0	0	0	0	0
41920	1	0	1	0	0
41930	0	0	0	1	0
41940	0	0	0	0	0
41950	0	0	1	1	0
41960	0	0	1	0	0
41970	1	0	0	0	0
41980	1	0	1	1	0
41990	1	1	1	1	1
42000	1	1	1	1	1
42010	0	1	1	1	1
42020	1	1	1	1	1
42030	1	1	1	1	1
42040	1	1	1	0	1
42050	1	1	0	0	1
42060	1	1	1	1	1
42070	1	1	0	1	1
42080	1	1	1	1	1
42090	1	0	1	1	0
42100	1	1	1	1	1
42110	1	0	1	0	1
42120	0	0	0	0	1
42130	0	0	0	0	0
42140	0	1	1	0	1
42150	1	1	0	0	1
42160	0	0	0	0	0
42170	1	1	1	1	1
42180	0	0	1	0	0
42190	1	1	1	0	1
42200	1	0	1	1	1
42210	0	1	1	1	1
42220	0	1	1	1	1
42230	1	1	0	0	1
42240	1	1	1	0	1
42250	1	1	1	1	1
42260	1	0	0	1	1
42270	1	1	1	0	1
42280	0	0	1	0	0
42290	1	0	1	1	1
42300	1	1	0	0	0
42310	0	0	0	0	0
42320	0	0	0	0	0
42330	1	0	1	1	0
42340	1	1	1	1	1
42350	1	1	1	1	1
42360	0	1	0	0	0
42370	1	1	1	1	1
42380	1	1	1	1	1
42390	0	1	1	0	0
42400	1	1	1	1	1
42410	1	1	1	1	1
42420	1	1	1	1	0
42430	0	0	0	0	0
42440	0	1	0	1	0
42450	0	1	1	1	1
42460	0	1	1	0	1
42470	1	0	1	1	1
42480	1	1	0	0	0
42490	0	0	0	1	0
42500	0	0	0	0	1
42510	0	0	1	0	0
42520	0	1	0	0	0
42530	1	1	0	0	1
42540	1	1	0	1	1
42550	1	1	1	1	1
42560	0	1	0	0	1
42570	0	0	1	1	0
42580	0	0	0	0	1
42590	0	1	1	0	0
42600	1	0	0	1	0
42610	0	0	0	0	0
42620	0	0	0	0	0
42630	0	0	0	0	0
42640	1	1	1	1	1
42650	0	0	0	0	0
42660	1	1	0	1	0
42670	1	0	1	1	1
42680	1	1	1	1	1
42690	1	0	1	1	0
42700	1	1	1	1	1
42710	1	0	0	1	1
42720	1	1	1	1	1
42730	1	1	1	1	1
42740	1	1	1	1	1
42750	1	1	1	1	1
42760	1	1	1	1	1
42770	1	1	1	1	1
42780	1	1	1	1	1
42790	0	0	0	0	0
42800	1	0	0	0	0
42810	1	0	1	1	1
42820	1	1	1	1	1
42830	1	1	0	1	1
42840	1	1	1	0	1
42850	1	1	1	1	1
42860	1	1	1	1	1
42870	0	1	1	1	0
42880	0	1	1	0	1
42890	0	0	0	0	0
42900	1	1	0	0	1
42910	1	1	1	1	0
42920	1	1	1	1	1
42930	0	1	1	0	0
42940	1	1	1	1	1
42950	0	0	0	0	0
42960	0	0	0	0	1
42970	0	0	1	1	0
42980	0	1	0	0	0
42990	0	0	0	0	0
43000	1	1	1	1	1
43010	1	1	1	1	1
